ORDERNUMBER,ORDERLINENUMBER,ORDERDATE,STATUS,PRODUCTLINE,PRODUCTCODE,QUANTITYORDERED,PRICEEACH,SALES,MSRP,PRECIO_UNITARIO
10278,7,2004-08-06,Shipped,Classic Cars,S18_3232,42,100.0,6401.22,169,152.41
10278,8,2004-08-06,Shipped,Classic Cars,S24_2972,31,38.89,1205.59,37,38.89
10278,9,2004-08-06,Shipped,Classic Cars,S24_3856,25,100.0,3159.75,140,126.39
10278,10,2004-08-06,Shipped,Classic Cars,S18_1889,29,90.86,2634.94,77,90.86
10279,1,2004-08-09,Shipped,Classic Cars,S18_4933,26,60.58,1575.08,71,60.58
10279,2,2004-08-09,Shipped,Classic Cars,S24_2887,48,100.0,5580.96,117,116.27
10279,3,2004-08-09,Shipped,Classic Cars,S24_2766,49,79.97,3918.53,90,79.97
10279,4,2004-08-09,Shipped,Classic Cars,S24_3191,33,71.06,2344.98,85,71.06
10279,5,2004-08-09,Shipped,Classic Cars,S24_1046,32,74.96,2398.72,73,74.96
10279,6,2004-08-09,Shipped,Classic Cars,S24_3432,48,100.0,6168.0,107,128.5
10280,2,2004-08-17,Shipped,Classic Cars,S10_1949,34,100.0,8014.82,214,235.73
10280,3,2004-08-17,Shipped,Vintage Cars,S18_2949,46,100.0,5126.24,101,111.44
10280,4,2004-08-17,Shipped,Vintage Cars,S18_3136,29,100.0,3006.43,104,103.66999999999999
10280,5,2004-08-17,Shipped,Vintage Cars,S18_2957,43,68.71,2954.53,62,68.71000000000001
10280,6,2004-08-17,Shipped,Vintage Cars,S24_4258,21,78.89,1656.69,97,78.89
10280,7,2004-08-17,Shipped,Vintage Cars,S18_3320,34,100.0,3474.46,99,102.19
10280,8,2004-08-17,Shipped,Vintage Cars,S18_1367,27,57.68,1557.36,53,57.68
10280,9,2004-08-17,Shipped,Vintage Cars,S18_1342,50,100.0,5239.5,102,104.79
10280,10,2004-08-17,Shipped,Vintage Cars,S18_2795,22,100.0,4455.0,168,202.5
10280,11,2004-08-17,Shipped,Vintage Cars,S24_2022,45,47.49,2137.05,44,47.49
10280,12,2004-08-17,Shipped,Vintage Cars,S24_1937,20,28.88,577.6,33,28.880000000000003
10280,13,2004-08-17,Shipped,Vintage Cars,S18_2325,37,100.0,4750.8,127,128.4
10280,14,2004-08-17,Shipped,Vintage Cars,S24_3969,33,41.85,1381.05,41,41.85
10280,15,2004-08-17,Shipped,Vintage Cars,S18_2248,25,62.96,1574.0,60,62.96
10280,16,2004-08-17,Shipped,Vintage Cars,S18_1749,26,100.0,3668.6,170,141.1
10280,17,2004-08-17,Shipped,Vintage Cars,S18_4409,35,100.0,3704.05,92,105.83
10281,2,2004-08-19,Shipped,Classic Cars,S24_2840,20,40.66,813.2,35,40.660000000000004
10281,5,2004-08-19,Shipped,Classic Cars,S18_3232,25,100.0,4191.25,169,167.65
10281,9,2004-08-19,Shipped,Classic Cars,S10_4962,44,100.0,7020.64,147,159.56
10281,11,2004-08-19,Shipped,Classic Cars,S700_2824,27,85.98,2321.46,101,85.98
10281,14,2004-08-19,Shipped,Vintage Cars,S18_4668,44,59.87,2634.28,50,59.870000000000005
10282,1,2004-08-20,Shipped,Vintage Cars,S18_3140,43,100.0,6695.53,136,155.71
10282,4,2004-08-20,Shipped,Classic Cars,S12_3891,24,100.0,3778.8,173,157.45000000000002
10282,5,2004-08-20,Shipped,Classic Cars,S12_1108,41,100.0,7071.27,207,172.47
10282,6,2004-08-20,Shipped,Classic Cars,S12_3148,27,100.0,4364.82,151,161.66
10282,8,2004-08-20,Shipped,Classic Cars,S18_4027,31,100.0,4674.8,143,150.8
10282,10,2004-08-20,Shipped,Classic Cars,S24_4048,39,100.0,4797.39,118,123.01
10282,11,2004-08-20,Shipped,Classic Cars,S24_1444,29,46.82,1357.78,57,46.82
10282,13,2004-08-20,Shipped,Classic Cars,S18_2238,23,100.0,3238.63,163,140.81
10283,3,2004-08-20,Shipped,Vintage Cars,S18_3856,46,100.0,5795.54,105,125.99
10283,5,2004-08-20,Shipped,Vintage Cars,S24_3816,33,72.96,2407.68,83,72.96
10283,6,2004-08-20,Shipped,Classic Cars,S10_4757,25,100.0,2992.0,136,119.68
10283,8,2004-08-20,Shipped,Vintage Cars,S24_3151,34,92.94,3159.96,88,92.94
10283,14,2004-08-20,Shipped,Vintage Cars,S18_4522,34,100.0,3580.88,87,105.32000000000001
10284,4,2004-08-21,Shipped,Vintage Cars,S32_4289,50,81.86,4093.0,68,81.86
10284,5,2004-08-21,Shipped,Vintage Cars,S50_1341,33,51.93,1713.69,43,51.93
10284,13,2004-08-21,Shipped,Vintage Cars,S24_3420,39,71.67,2795.13,65,71.67
10287,1,2004-08-30,Shipped,Classic Cars,S18_2870,44,100.0,5052.96,132,114.84
10287,2,2004-08-30,Shipped,Classic Cars,S18_3685,27,100.0,4310.55,141,159.65
10287,3,2004-08-30,Shipped,Classic Cars,S18_1984,24,100.0,3516.48,142,146.52
10287,4,2004-08-30,Shipped,Classic Cars,S18_1129,41,100.0,6499.32,141,158.51999999999998
10287,5,2004-08-30,Shipped,Classic Cars,S18_3232,36,100.0,5852.52,169,162.57000000000002
10287,6,2004-08-30,Shipped,Classic Cars,S24_2972,36,39.65,1427.4,37,39.650000000000006
10287,7,2004-08-30,Shipped,Classic Cars,S24_3856,36,100.0,4297.32,140,119.36999999999999
10287,8,2004-08-30,Shipped,Classic Cars,S18_1889,44,82.39,3625.16,77,82.39
10287,9,2004-08-30,Shipped,Classic Cars,S12_4675,23,100.0,2675.13,115,116.31
10287,10,2004-08-30,Shipped,Classic Cars,S12_3380,45,100.0,4756.5,117,105.7
10287,11,2004-08-30,Shipped,Classic Cars,S24_3371,20,67.97,1359.4,61,67.97
10287,12,2004-08-30,Shipped,Classic Cars,S12_1099,21,100.0,3432.24,194,163.44
10287,13,2004-08-30,Shipped,Classic Cars,S12_3990,41,69.43,2846.63,79,69.43
10287,14,2004-08-30,Shipped,Classic Cars,S18_3482,40,100.0,6761.6,146,169.04000000000002
10287,15,2004-08-30,Shipped,Classic Cars,S18_3278,43,70.76,3042.68,80,70.75999999999999
10287,16,2004-08-30,Shipped,Classic Cars,S24_4620,40,88.12,3524.8,80,88.12
10287,17,2004-08-30,Shipped,Classic Cars,S18_4721,34,100.0,4300.32,148,126.47999999999999
10288,1,2004-09-01,Shipped,Vintage Cars,S24_1937,29,38.17,1106.93,33,38.17
10288,2,2004-09-01,Shipped,Vintage Cars,S18_2325,31,100.0,3822.92,127,123.32000000000001
10288,3,2004-09-01,Shipped,Vintage Cars,S24_3969,33,40.62,1340.46,41,40.620000000000005
10288,4,2004-09-01,Shipped,Vintage Cars,S18_2248,28,61.75,1729.0,60,61.75
10288,5,2004-09-01,Shipped,Vintage Cars,S18_1749,32,100.0,5875.2,170,183.6
10288,6,2004-09-01,Shipped,Vintage Cars,S18_4409,35,80.99,2834.65,92,80.99000000000001
10288,7,2004-09-01,Shipped,Classic Cars,S18_4933,23,73.41,1688.43,71,73.41
10288,8,2004-09-01,Shipped,Classic Cars,S24_2887,48,100.0,6539.04,117,136.23
10288,9,2004-09-01,Shipped,Classic Cars,S24_2766,35,80.87,2830.45,90,80.86999999999999
10288,10,2004-09-01,Shipped,Classic Cars,S24_3191,34,68.49,2328.66,85,68.49
10288,11,2004-09-01,Shipped,Classic Cars,S24_1046,36,66.14,2381.04,73,66.14
10288,12,2004-09-01,Shipped,Classic Cars,S24_3432,41,100.0,4873.26,107,118.86
10288,13,2004-09-01,Shipped,Classic Cars,S24_1628,50,52.32,2616.0,50,52.32
10288,14,2004-09-01,Shipped,Classic Cars,S18_1589,20,100.0,2936.8,124,146.84
10289,1,2004-09-03,Shipped,Vintage Cars,S18_1367,24,56.07,1345.68,53,56.07
10289,2,2004-09-03,Shipped,Vintage Cars,S18_1342,38,100.0,4567.98,102,120.21
10289,3,2004-09-03,Shipped,Vintage Cars,S18_2795,43,100.0,8272.34,168,192.38
10289,4,2004-09-03,Shipped,Vintage Cars,S24_2022,45,48.38,2177.1,44,48.379999999999995
10290,1,2004-09-07,Shipped,Vintage Cars,S24_4258,45,100.0,5171.4,97,114.91999999999999
10290,2,2004-09-07,Shipped,Vintage Cars,S18_3320,26,96.23,2501.98,99,96.23
10291,4,2004-09-08,Shipped,Classic Cars,S10_4962,30,100.0,3855.9,147,128.53
10291,6,2004-09-08,Shipped,Classic Cars,S700_2824,28,100.0,3256.96,101,116.32000000000001
10291,9,2004-09-08,Shipped,Vintage Cars,S18_4668,29,51.82,1502.78,50,51.82
10291,11,2004-09-08,Shipped,Classic Cars,S10_1949,37,100.0,7136.19,214,192.86999999999998
10291,12,2004-09-08,Shipped,Vintage Cars,S18_2949,47,100.0,5713.79,101,121.57
10291,13,2004-09-08,Shipped,Vintage Cars,S18_3136,23,100.0,2866.26,104,124.62
10291,14,2004-09-08,Shipped,Vintage Cars,S18_2957,37,50.59,1871.83,62,50.589999999999996
10292,2,2004-09-08,Shipped,Classic Cars,S18_4027,44,100.0,7140.76,143,162.29
10292,4,2004-09-08,Shipped,Classic Cars,S24_4048,27,100.0,3832.38,118,141.94
10292,5,2004-09-08,Shipped,Classic Cars,S24_1444,40,53.75,2150.0,57,53.75
10292,7,2004-09-08,Shipped,Classic Cars,S18_2238,26,100.0,4554.94,163,175.19
10292,9,2004-09-08,Shipped,Classic Cars,S24_2840,39,30.06,1172.34,35,30.06
10292,12,2004-09-08,Shipped,Classic Cars,S18_3232,21,100.0,2844.87,169,135.47
10293,3,2004-09-09,Shipped,Vintage Cars,S18_4522,49,100.0,4946.06,87,100.94000000000001
10293,4,2004-09-09,Shipped,Vintage Cars,S18_3140,24,100.0,2819.28,136,117.47000000000001
10293,7,2004-09-09,Shipped,Classic Cars,S12_3891,45,100.0,8253.0,173,183.4
10293,8,2004-09-09,Shipped,Classic Cars,S12_1108,46,100.0,8411.56,207,182.85999999999999
10293,9,2004-09-09,Shipped,Classic Cars,S12_3148,24,100.0,4242.24,151,176.76
10295,1,2004-09-10,Shipped,Classic Cars,S10_4757,24,100.0,3427.2,136,142.79999999999998
10295,3,2004-09-10,Shipped,Vintage Cars,S24_3151,46,84.97,3908.62,88,84.97
10296,1,2004-09-15,Shipped,Vintage Cars,S50_1341,26,48.44,1259.44,43,48.440000000000005
10296,9,2004-09-15,Shipped,Vintage Cars,S24_3420,31,53.92,1671.52,65,53.92
10296,12,2004-09-15,Shipped,Vintage Cars,S18_3856,22,84.7,1863.4,105,84.7
10296,14,2004-09-15,Shipped,Vintage Cars,S24_3816,22,77.15,1697.3,83,77.14999999999999
10297,7,2004-09-16,Shipped,Vintage Cars,S32_4289,28,79.8,2234.4,68,79.8
10299,1,2004-09-30,Shipped,Classic Cars,S24_4620,32,80.84,2586.88,80,80.84
10299,2,2004-09-30,Shipped,Classic Cars,S18_4721,49,100.0,7947.31,148,162.19
10303,1,2004-10-06,Shipped,Vintage Cars,S24_3969,24,40.21,965.04,41,40.21
10303,2,2004-10-06,Shipped,Vintage Cars,S18_2248,46,49.04,2255.84,60,49.040000000000006
10304,1,2004-10-11,Shipped,Classic Cars,S700_2824,40,100.0,4208.0,101,105.2
10304,4,2004-10-11,Shipped,Vintage Cars,S18_4668,34,49.3,1676.2,50,49.300000000000004
10304,6,2004-10-11,Shipped,Classic Cars,S10_1949,47,100.0,10172.7,214,216.4404255319149
10304,7,2004-10-11,Shipped,Vintage Cars,S18_2949,46,100.0,4613.8,101,100.3
10304,8,2004-10-11,Shipped,Vintage Cars,S18_3136,26,85.87,2232.62,104,85.86999999999999
10304,9,2004-10-11,Shipped,Vintage Cars,S18_2957,24,64.96,1559.04,62,64.96
10304,10,2004-10-11,Shipped,Vintage Cars,S24_4258,33,100.0,3342.57,97,101.29
10304,11,2004-10-11,Shipped,Vintage Cars,S18_3320,38,100.0,3958.46,99,104.17
10304,12,2004-10-11,Shipped,Vintage Cars,S18_1367,37,48.52,1795.24,53,48.52
10304,13,2004-10-11,Shipped,Vintage Cars,S18_1342,37,95.55,3535.35,102,95.55
10304,14,2004-10-11,Shipped,Vintage Cars,S18_2795,20,100.0,3577.6,168,178.88
10304,15,2004-10-11,Shipped,Vintage Cars,S24_2022,44,39.42,1734.48,44,39.42
10304,16,2004-10-11,Shipped,Vintage Cars,S24_1937,23,30.2,694.6,33,30.2
10304,17,2004-10-11,Shipped,Vintage Cars,S18_2325,24,100.0,2440.8,127,101.7
10305,1,2004-10-13,Shipped,Classic Cars,S24_4048,36,100.0,4641.48,118,128.92999999999998
10305,2,2004-10-13,Shipped,Classic Cars,S24_1444,45,61.85,2783.25,57,61.85
10305,4,2004-10-13,Shipped,Classic Cars,S18_2238,27,100.0,3934.44,163,145.72
10305,6,2004-10-13,Shipped,Classic Cars,S24_2840,48,31.47,1510.56,35,31.47
10305,9,2004-10-13,Shipped,Classic Cars,S18_3232,37,100.0,7455.87,169,201.51
10305,13,2004-10-13,Shipped,Classic Cars,S10_4962,38,100.0,6680.78,147,175.81
10306,2,2004-10-14,Shipped,Vintage Cars,S24_3151,31,84.08,2606.48,88,84.08
10306,8,2004-10-14,Shipped,Vintage Cars,S18_4522,39,90.4,3525.6,87,90.39999999999999
10306,9,2004-10-14,Shipped,Vintage Cars,S18_3140,32,100.0,3759.04,136,117.47
10306,12,2004-10-14,Shipped,Classic Cars,S12_3891,20,100.0,3633.4,173,181.67000000000002
10306,13,2004-10-14,Shipped,Classic Cars,S12_1108,31,100.0,6570.76,207,211.96
10306,14,2004-10-14,Shipped,Classic Cars,S12_3148,34,100.0,4982.7,151,146.54999999999998
10306,16,2004-10-14,Shipped,Classic Cars,S18_4027,23,100.0,3600.65,143,156.55
10307,3,2004-10-14,Shipped,Vintage Cars,S24_3420,22,71.67,1576.74,65,71.67
10307,6,2004-10-14,Shipped,Vintage Cars,S18_3856,48,86.81,4166.88,105,86.81
10307,8,2004-10-14,Shipped,Vintage Cars,S24_3816,22,91.41,2011.02,83,91.41
10307,9,2004-10-14,Shipped,Classic Cars,S10_4757,22,100.0,2692.8,136,122.4
10308,10,2004-10-15,Shipped,Vintage Cars,S32_4289,46,66.04,3037.84,68,66.04
10308,11,2004-10-15,Shipped,Vintage Cars,S50_1341,47,43.64,2051.08,43,43.64
10310,1,2004-10-16,Shipped,Classic Cars,S18_1984,24,100.0,3448.08,142,143.67
10310,2,2004-10-16,Shipped,Classic Cars,S18_1129,37,100.0,6231.91,141,168.43
10310,3,2004-10-16,Shipped,Classic Cars,S18_3232,48,100.0,8940.96,169,186.26999999999998
10310,4,2004-10-16,Shipped,Classic Cars,S24_2972,33,41.91,1383.03,37,41.91
10310,5,2004-10-16,Shipped,Classic Cars,S24_3856,45,100.0,5497.65,140,122.16999999999999
10310,6,2004-10-16,Shipped,Classic Cars,S18_1889,20,91.63,1832.6,77,91.63
10310,7,2004-10-16,Shipped,Classic Cars,S12_4675,25,100.0,2504.75,115,100.19
10310,8,2004-10-16,Shipped,Classic Cars,S12_3380,24,100.0,3100.32,117,129.18
10310,9,2004-10-16,Shipped,Classic Cars,S24_3371,38,56.94,2163.72,61,56.94
10310,10,2004-10-16,Shipped,Classic Cars,S12_1099,33,100.0,6934.62,194,210.14
10310,11,2004-10-16,Shipped,Classic Cars,S12_3990,49,81.4,3988.6,79,81.39999999999999
10310,12,2004-10-16,Shipped,Classic Cars,S18_3482,49,100.0,6266.12,146,127.88
10310,13,2004-10-16,Shipped,Classic Cars,S18_3278,27,80.41,2171.07,80,80.41000000000001
10310,14,2004-10-16,Shipped,Classic Cars,S24_4620,49,97.01,4753.49,80,97.00999999999999
10310,15,2004-10-16,Shipped,Classic Cars,S18_4721,40,100.0,5356.8,148,133.92000000000002
10311,1,2004-10-16,Shipped,Vintage Cars,S18_4409,41,81.91,3358.31,92,81.91
10311,2,2004-10-16,Shipped,Classic Cars,S18_4933,25,66.99,1674.75,71,66.99
10311,3,2004-10-16,Shipped,Classic Cars,S24_2887,43,100.0,4595.41,117,106.86999999999999
10311,4,2004-10-16,Shipped,Classic Cars,S24_2766,28,93.6,2620.8,90,93.60000000000001
10311,5,2004-10-16,Shipped,Classic Cars,S24_3191,25,83.04,2076.0,85,83.04
10311,6,2004-10-16,Shipped,Classic Cars,S24_1046,26,87.45,2273.7,73,87.44999999999999
10311,7,2004-10-16,Shipped,Classic Cars,S24_3432,46,92.09,4236.14,107,92.09
10311,8,2004-10-16,Shipped,Classic Cars,S24_1628,45,49.3,2218.5,50,49.3
10311,9,2004-10-16,Shipped,Classic Cars,S18_1589,29,100.0,2923.2,124,100.8
10311,10,2004-10-16,Shipped,Classic Cars,S18_2870,43,100.0,5278.68,132,122.76
10311,11,2004-10-16,Shipped,Classic Cars,S18_3685,32,100.0,3616.64,141,113.02
10312,1,2004-10-21,Shipped,Vintage Cars,S18_4668,39,56.85,2217.15,50,56.85
10312,3,2004-10-21,Shipped,Classic Cars,S10_1949,48,100.0,11623.7,214,242.1604166666667
10312,4,2004-10-21,Shipped,Vintage Cars,S18_2949,37,100.0,3711.1,101,100.3
10312,5,2004-10-21,Shipped,Vintage Cars,S18_3136,38,100.0,4457.02,104,117.29
10312,6,2004-10-21,Shipped,Vintage Cars,S18_2957,35,53.72,1880.2,62,53.72
10312,7,2004-10-21,Shipped,Vintage Cars,S24_4258,44,100.0,4884.88,97,111.02
10312,8,2004-10-21,Shipped,Vintage Cars,S18_3320,33,100.0,3535.95,99,107.14999999999999
10312,9,2004-10-21,Shipped,Vintage Cars,S18_1367,25,44.21,1105.25,53,44.21
10312,10,2004-10-21,Shipped,Vintage Cars,S18_1342,43,89.38,3843.34,102,89.38000000000001
10312,11,2004-10-21,Shipped,Vintage Cars,S18_2795,25,100.0,3881.25,168,155.25
10312,12,2004-10-21,Shipped,Vintage Cars,S24_2022,23,37.63,865.49,44,37.63
10312,13,2004-10-21,Shipped,Vintage Cars,S24_1937,39,29.54,1152.06,33,29.54
10312,14,2004-10-21,Shipped,Vintage Cars,S18_2325,31,100.0,4729.36,127,152.56
10312,15,2004-10-21,Shipped,Vintage Cars,S24_3969,31,35.29,1093.99,41,35.29
10312,16,2004-10-21,Shipped,Vintage Cars,S18_2248,30,61.15,1834.5,60,61.15
10312,17,2004-10-21,Shipped,Vintage Cars,S18_1749,48,100.0,8078.4,170,168.29999999999998
10313,3,2004-10-22,Shipped,Classic Cars,S18_3232,25,100.0,4572.25,169,182.89
10313,7,2004-10-22,Shipped,Classic Cars,S10_4962,40,100.0,6678.0,147,166.95
10313,9,2004-10-22,Shipped,Classic Cars,S700_2824,30,99.13,2973.9,101,99.13000000000001
10314,1,2004-10-22,Shipped,Vintage Cars,S18_3140,20,100.0,2731.8,136,136.59
10314,4,2004-10-22,Shipped,Classic Cars,S12_3891,36,100.0,6913.8,173,192.05
10314,5,2004-10-22,Shipped,Classic Cars,S12_1108,38,100.0,7975.44,207,209.88
10314,6,2004-10-22,Shipped,Classic Cars,S12_3148,46,100.0,6393.54,151,138.99
10314,8,2004-10-22,Shipped,Classic Cars,S18_4027,29,100.0,4206.74,143,145.06
10314,10,2004-10-22,Shipped,Classic Cars,S24_4048,38,100.0,4000.26,118,105.27000000000001
10314,11,2004-10-22,Shipped,Classic Cars,S24_1444,44,53.18,2339.92,57,53.18
10314,13,2004-10-22,Shipped,Classic Cars,S18_2238,42,100.0,5776.26,163,137.53
10314,15,2004-10-22,Shipped,Classic Cars,S24_2840,39,37.13,1448.07,35,37.129999999999995
10315,1,2004-10-29,Shipped,Vintage Cars,S24_3151,24,86.74,2081.76,88,86.74000000000001
10315,7,2004-10-29,Shipped,Vintage Cars,S18_4522,36,100.0,3602.16,87,100.06
10316,2,2004-11-01,Shipped,Vintage Cars,S32_4289,24,59.16,1419.84,68,59.16
10316,3,2004-11-01,Shipped,Vintage Cars,S50_1341,34,47.57,1617.38,43,47.57
10316,11,2004-11-01,Shipped,Vintage Cars,S24_3420,47,76.93,3615.71,65,76.93
10316,14,2004-11-01,Shipped,Vintage Cars,S18_3856,47,86.81,4080.07,105,86.81
10316,16,2004-11-01,Shipped,Vintage Cars,S24_3816,25,92.25,2306.25,83,92.25
10316,17,2004-11-01,Shipped,Classic Cars,S10_4757,33,100.0,4128.96,136,125.12
10348,2,2004-11-01,Shipped,Vintage Cars,S24_4258,39,50.31,1962.09,97,50.309999999999995
10348,4,2004-11-01,Shipped,Classic Cars,S12_3148,47,100.0,4801.52,151,102.16000000000001
10348,6,2004-11-01,Shipped,Vintage Cars,S18_4668,29,100.0,7110.8,50,245.20000000000002
10348,7,2004-11-01,Shipped,Classic Cars,S700_2824,32,82.83,2650.56,101,82.83
10348,8,2004-11-01,Shipped,Classic Cars,S12_1108,48,52.36,2513.28,207,52.36000000000001
10319,1,2004-11-03,Shipped,Classic Cars,S18_3278,46,73.98,3403.08,80,73.98
10319,2,2004-11-03,Shipped,Classic Cars,S24_4620,43,85.69,3684.67,80,85.69
10319,3,2004-11-03,Shipped,Classic Cars,S18_4721,45,100.0,7901.1,148,175.58
10320,1,2004-11-03,Shipped,Classic Cars,S12_3380,35,100.0,4850.3,117,138.58
10320,2,2004-11-03,Shipped,Classic Cars,S24_3371,26,61.23,1591.98,61,61.230000000000004
10320,3,2004-11-03,Shipped,Classic Cars,S12_1099,31,100.0,6876.11,194,221.81
10320,4,2004-11-03,Shipped,Classic Cars,S12_3990,38,73.42,2789.96,79,73.42
10320,5,2004-11-03,Shipped,Classic Cars,S18_3482,25,100.0,3491.0,146,139.64
10321,1,2004-11-04,Shipped,Classic Cars,S24_2766,30,72.7,2181.0,90,72.7
10321,2,2004-11-04,Shipped,Classic Cars,S24_3191,39,84.75,3305.25,85,84.75
10321,3,2004-11-04,Shipped,Classic Cars,S24_1046,30,70.55,2116.5,73,70.55
10321,4,2004-11-04,Shipped,Classic Cars,S24_3432,21,89.95,1888.95,107,89.95
10321,5,2004-11-04,Shipped,Classic Cars,S24_1628,48,42.26,2028.48,50,42.26
10321,6,2004-11-04,Shipped,Classic Cars,S18_1589,44,100.0,4489.76,124,102.04
10321,7,2004-11-04,Shipped,Classic Cars,S18_2870,27,100.0,2851.2,132,105.6
10321,8,2004-11-04,Shipped,Classic Cars,S18_3685,28,100.0,4232.76,141,151.17000000000002
10321,9,2004-11-04,Shipped,Classic Cars,S18_1984,25,100.0,3734.0,142,149.36
10321,10,2004-11-04,Shipped,Classic Cars,S18_1129,41,100.0,5803.14,141,141.54000000000002
10321,11,2004-11-04,Shipped,Classic Cars,S18_3232,33,100.0,5700.09,169,172.73000000000002
10321,12,2004-11-04,Shipped,Classic Cars,S24_2972,37,33.23,1229.51,37,33.23
10321,13,2004-11-04,Shipped,Classic Cars,S24_3856,26,100.0,4052.88,140,155.88
10321,14,2004-11-04,Shipped,Classic Cars,S18_1889,37,78.54,2905.98,77,78.54
10321,15,2004-11-04,Shipped,Classic Cars,S12_4675,24,100.0,2984.88,115,124.37
10322,1,2004-11-04,Shipped,Classic Cars,S10_1949,40,100.0,6000.4,214,150.01
10322,2,2004-11-04,Shipped,Vintage Cars,S18_2795,36,100.0,5797.44,168,161.04
10322,3,2004-11-04,Shipped,Vintage Cars,S24_1937,20,100.0,2624.0,33,131.2
10322,4,2004-11-04,Shipped,Vintage Cars,S24_2022,30,100.0,3500.1,44,116.67
10322,5,2004-11-04,Shipped,Vintage Cars,S18_1367,41,57.68,2364.88,53,57.68
10322,6,2004-11-04,Shipped,Vintage Cars,S18_2325,50,100.0,12536.5,127,250.73
10322,7,2004-11-04,Shipped,Vintage Cars,S18_3136,48,47.04,2257.92,104,47.04
10322,8,2004-11-04,Shipped,Classic Cars,S10_4962,46,61.99,2851.54,147,61.99
10322,12,2004-11-04,Shipped,Vintage Cars,S18_2949,33,100.0,3524.73,101,106.81
10322,13,2004-11-04,Shipped,Vintage Cars,S18_2957,41,29.87,1224.67,62,29.87
10322,14,2004-11-04,Shipped,Vintage Cars,S18_1342,43,86.3,3710.9,102,86.3
10323,2,2004-11-05,Shipped,Vintage Cars,S18_3320,33,91.27,3011.91,99,91.27
10324,1,2004-11-05,Shipped,Classic Cars,S12_3148,27,54.33,1466.91,151,54.330000000000005
10324,3,2004-11-05,Shipped,Vintage Cars,S24_4258,33,100.0,6267.69,97,189.92999999999998
10324,5,2004-11-05,Shipped,Classic Cars,S700_2824,34,100.0,4248.3,101,124.95
10324,6,2004-11-05,Shipped,Vintage Cars,S18_4668,38,100.0,6832.02,50,179.79000000000002
10324,8,2004-11-05,Shipped,Classic Cars,S18_2238,47,100.0,7207.45,163,153.35
10324,9,2004-11-05,Shipped,Classic Cars,S24_2840,30,100.0,3338.1,35,111.27
10324,12,2004-11-05,Shipped,Classic Cars,S18_3232,27,100.0,3155.49,169,116.86999999999999
10324,13,2004-11-05,Shipped,Classic Cars,S18_4027,49,100.0,5379.71,143,109.79
10324,14,2004-11-05,Shipped,Classic Cars,S24_1444,25,69.16,1729.0,57,69.16
10325,1,2004-11-05,Shipped,Classic Cars,S12_3891,24,100.0,2583.6,173,107.64999999999999
10325,5,2004-11-05,Shipped,Classic Cars,S24_4048,44,100.0,5325.76,118,121.04
10325,6,2004-11-05,Shipped,Classic Cars,S10_4757,47,64.93,3051.71,136,64.93
10325,8,2004-11-05,Shipped,Classic Cars,S12_1108,42,64.0,2688.0,207,64.0
10325,9,2004-11-05,Shipped,Vintage Cars,S18_3140,24,69.12,1658.88,136,69.12
10326,2,2004-11-09,Shipped,Vintage Cars,S24_3816,20,92.25,1845.0,83,92.25
10326,3,2004-11-09,Shipped,Vintage Cars,S24_3151,41,85.85,3519.85,88,85.85
10326,5,2004-11-09,Shipped,Vintage Cars,S18_4522,50,86.01,4300.5,87,86.01
10328,2,2004-11-12,Shipped,Vintage Cars,S24_3420,20,72.98,1459.6,65,72.97999999999999
10328,5,2004-11-12,Shipped,Vintage Cars,S32_4289,24,81.17,1948.08,68,81.17
10328,6,2004-11-12,Shipped,Vintage Cars,S18_3856,34,100.0,3815.48,105,112.22
10328,7,2004-11-12,Shipped,Vintage Cars,S50_1341,34,51.93,1765.62,43,51.93
10329,5,2004-11-15,Shipped,Classic Cars,S12_1099,41,71.47,2930.27,194,71.47
10329,9,2004-11-15,Shipped,Classic Cars,S18_1889,29,100.0,2954.81,77,101.89
10329,10,2004-11-15,Shipped,Classic Cars,S18_3278,38,59.1,2245.8,80,59.1
10329,13,2004-11-15,Shipped,Classic Cars,S12_3380,46,83.63,3846.98,117,83.63
10329,14,2004-11-15,Shipped,Classic Cars,S12_3990,33,100.0,3607.56,79,109.32
10329,15,2004-11-15,Shipped,Classic Cars,S12_4675,39,64.74,2524.86,115,64.74000000000001
10330,3,2004-11-16,Shipped,Classic Cars,S18_3482,37,100.0,4405.22,146,119.06
10330,4,2004-11-16,Shipped,Classic Cars,S18_4721,50,100.0,6101.0,148,122.02
10331,1,2004-11-17,Shipped,Classic Cars,S24_3856,21,100.0,3135.93,140,149.32999999999998
10331,2,2004-11-17,Shipped,Classic Cars,S24_4620,41,100.0,5715.4,80,139.39999999999998
10331,6,2004-11-17,Shipped,Classic Cars,S18_1129,46,100.0,6434.02,141,139.87
10331,7,2004-11-17,Shipped,Vintage Cars,S18_1749,44,74.04,3257.76,170,74.04
10331,8,2004-11-17,Shipped,Classic Cars,S18_1984,30,32.47,974.1,142,32.47
10331,9,2004-11-17,Shipped,Classic Cars,S24_3371,25,100.0,3078.5,61,123.14
10331,10,2004-11-17,Shipped,Classic Cars,S18_2870,26,64.9,1687.4,132,64.9
10331,11,2004-11-17,Shipped,Classic Cars,S18_3232,27,100.0,4170.69,169,154.47
10331,12,2004-11-17,Shipped,Classic Cars,S18_3685,26,67.91,1765.66,141,67.91
10331,13,2004-11-17,Shipped,Classic Cars,S24_2972,27,42.24,1140.48,37,42.24
